Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2010-10-26,165.8000030517578,166.75,163.10000610351562,164.10000610351562,157.07278442382812,193398,ADANIPORTS.BO
2010-10-27,162.14999389648438,164.8000030517578,160.10000610351562,160.85000610351562,153.9619903564453,233024,ADANIPORTS.BO
2010-10-28,161.0,161.85000610351562,154.0500030517578,155.60000610351562,148.93678283691406,464958,ADANIPORTS.BO
2010-10-29,155.39999389648438,157.0,150.14999389648438,151.9499969482422,145.44309997558594,524900,ADANIPORTS.BO
2010-11-01,154.8000030517578,157.6999969482422,153.10000610351562,155.25,148.60177612304688,105783,ADANIPORTS.BO
2010-11-02,156.35000610351562,156.35000610351562,151.5500030517578,153.60000610351562,147.0224151611328,228705,ADANIPORTS.BO
2010-11-03,155.0,161.0,154.5,159.9499969482422,153.10049438476562,578370,ADANIPORTS.BO
2010-11-04,161.6999969482422,163.0,160.10000610351562,160.75,153.8662567138672,191807,ADANIPORTS.BO
2010-11-08,163.6999969482422,164.0,160.10000610351562,161.64999389648438,154.72769165039062,102335,ADANIPORTS.BO
2010-11-09,162.0,165.0,161.14999389648438,161.8000030517578,154.8712615966797,191129,ADANIPORTS.BO
2010-11-10,162.0,162.89999389648438,159.0,159.89999389648438,153.05264282226562,130386,ADANIPORTS.BO
2010-11-11,161.0,162.0,154.5,155.35000610351562,148.69749450683594,384427,ADANIPORTS.BO
2010-11-12,154.6999969482422,159.0,151.60000610351562,152.39999389648438,145.87379455566406,285073,ADANIPORTS.BO
2010-11-15,152.0,153.5,150.10000610351562,151.39999389648438,144.91664123535156,219826,ADANIPORTS.BO
2010-11-16,153.0,155.64999389648438,147.1999969482422,148.39999389648438,142.04510498046875,428863,ADANIPORTS.BO
2010-11-18,150.10000610351562,153.1999969482422,146.9499969482422,147.6999969482422,141.3750762939453,281491,ADANIPORTS.BO
2010-11-19,148.10000610351562,149.9499969482422,144.10000610351562,145.25,139.02999877929688,212926,ADANIPORTS.BO
2010-11-22,148.0,149.0,140.64999389648438,146.0,139.74789428710938,261330,ADANIPORTS.BO
2010-11-23,146.10000610351562,149.8000030517578,142.3000030517578,145.14999389648438,138.9342803955078,334952,ADANIPORTS.BO
2010-11-24,147.0,147.85000610351562,144.5,145.14999389648438,138.9342803955078,202741,ADANIPORTS.BO
2010-11-25,145.5,145.5,137.5,139.1999969482422,133.23907470703125,242020,ADANIPORTS.BO
2010-11-26,141.0,148.64999389648438,112.0,141.5500030517578,135.4884490966797,1564637,ADANIPORTS.BO
2010-11-29,142.25,144.8000030517578,133.60000610351562,143.10000610351562,136.9720916748047,247897,ADANIPORTS.BO
2010-11-30,141.3000030517578,152.5,137.5,151.0500030517578,144.5816192626953,455198,ADANIPORTS.BO
2010-12-01,151.14999389648438,154.5,150.3000030517578,153.1999969482422,146.6395721435547,146232,ADANIPORTS.BO
2010-12-02,155.5,156.0,148.6999969482422,150.5500030517578,144.10305786132812,161303,ADANIPORTS.BO
2010-12-03,151.8000030517578,151.8000030517578,144.39999389648438,146.89999389648438,140.60934448242188,160767,ADANIPORTS.BO
2010-12-06,148.6999969482422,149.8000030517578,146.25,147.14999389648438,140.8486328125,83565,ADANIPORTS.BO
2010-12-07,147.3000030517578,147.4499969482422,144.35000610351562,145.5,139.26930236816406,62296,ADANIPORTS.BO
2010-12-08,145.5,146.1999969482422,140.60000610351562,141.4499969482422,135.39271545410156,125581,ADANIPORTS.BO
2010-12-09,142.89999389648438,143.89999389648438,136.5500030517578,137.60000610351562,131.7075958251953,183835,ADANIPORTS.BO
2010-12-10,138.0,148.5,133.0,145.89999389648438,139.6521453857422,271879,ADANIPORTS.BO
2010-12-13,146.8000030517578,149.5,144.3000030517578,147.6999969482422,141.3750762939453,124842,ADANIPORTS.BO
2010-12-14,148.8000030517578,154.3000030517578,148.1999969482422,151.5,145.0123748779297,220646,ADANIPORTS.BO
2010-12-15,152.0,152.0,147.0500030517578,147.8000030517578,141.47084045410156,90330,ADANIPORTS.BO
2010-12-16,148.85000610351562,150.0,146.5,147.8000030517578,141.47084045410156,102376,ADANIPORTS.BO
2010-12-20,145.6999969482422,145.6999969482422,141.10000610351562,143.89999389648438,137.73780822753906,245359,ADANIPORTS.BO
2010-12-21,145.85000610351562,150.0,143.5,149.35000610351562,142.95443725585938,1768171,ADANIPORTS.BO
2010-12-22,150.6999969482422,152.3000030517578,148.75,149.39999389648438,143.00228881835938,134416,ADANIPORTS.BO
2010-12-23,150.89999389648438,150.89999389648438,143.8000030517578,145.1999969482422,138.9821319580078,90787,ADANIPORTS.BO
2010-12-24,146.39999389648438,146.39999389648438,143.3000030517578,144.1999969482422,138.0249786376953,93481,ADANIPORTS.BO
2010-12-27,145.0,146.8000030517578,143.5,143.9499969482422,137.78564453125,87321,ADANIPORTS.BO
2010-12-28,144.5,144.8000030517578,139.6999969482422,140.89999389648438,134.8662567138672,1783157,ADANIPORTS.BO
2010-12-29,141.4499969482422,142.64999389648438,141.0,141.5,135.44058227539062,154091,ADANIPORTS.BO
2010-12-30,142.0,143.0,140.0,141.60000610351562,135.5363006591797,142369,ADANIPORTS.BO
2010-12-31,142.89999389648438,145.14999389648438,142.0500030517578,143.64999389648438,137.49851989746094,139874,ADANIPORTS.BO
2011-01-03,145.9499969482422,146.4499969482422,144.1999969482422,144.75,138.5514373779297,85627,ADANIPORTS.BO
2011-01-04,146.0,150.0,144.0500030517578,148.25,141.90151977539062,196807,ADANIPORTS.BO
2011-01-05,150.0,158.60000610351562,149.4499969482422,157.5500030517578,150.80328369140625,1103066,ADANIPORTS.BO
2011-01-06,159.0,159.89999389648438,153.5,154.64999389648438,148.02748107910156,490608,ADANIPORTS.BO
2011-01-07,155.0,155.25,146.64999389648438,147.60000610351562,141.27938842773438,224053,ADANIPORTS.BO
2011-01-10,148.0,148.39999389648438,140.0,141.0500030517578,135.00985717773438,184351,ADANIPORTS.BO
2011-01-11,142.0,144.8000030517578,136.8000030517578,139.35000610351562,133.38267517089844,289307,ADANIPORTS.BO
2011-01-12,142.25,142.25,136.8000030517578,140.1999969482422,134.1962432861328,194220,ADANIPORTS.BO
2011-01-13,140.5,143.64999389648438,140.0,141.10000610351562,135.0577392578125,226117,ADANIPORTS.BO
2011-01-14,142.0,142.5,138.14999389648438,139.1999969482422,133.23907470703125,224753,ADANIPORTS.BO
2011-01-17,140.0,140.0,135.8000030517578,137.10000610351562,131.22901916503906,130516,ADANIPORTS.BO
2011-01-18,138.0,140.64999389648438,137.0,139.5,133.52626037597656,116125,ADANIPORTS.BO
2011-01-19,140.89999389648438,141.8000030517578,138.8000030517578,139.5,133.52626037597656,70764,ADANIPORTS.BO
2011-01-20,138.5,142.0,137.5500030517578,139.5,133.52626037597656,70287,ADANIPORTS.BO
2011-01-21,140.0,141.0,138.5500030517578,139.75,133.76551818847656,85428,ADANIPORTS.BO
2011-01-24,140.0,145.0,140.0,142.25,136.1584930419922,220263,ADANIPORTS.BO
2011-01-25,143.0,143.75,139.60000610351562,140.10000610351562,134.10055541992188,68894,ADANIPORTS.BO
2011-01-27,140.3000030517578,140.9499969482422,137.60000610351562,138.10000610351562,132.1862030029297,70954,ADANIPORTS.BO
2011-01-28,138.0,139.89999389648438,134.6999969482422,139.14999389648438,133.19122314453125,156462,ADANIPORTS.BO
2011-01-31,140.0,140.5500030517578,135.35000610351562,140.10000610351562,134.10055541992188,107432,ADANIPORTS.BO
2011-02-01,139.89999389648438,142.5,138.10000610351562,139.0,133.04763793945312,102000,ADANIPORTS.BO
2011-02-02,140.0500030517578,141.89999389648438,136.1999969482422,136.75,130.8939971923828,109949,ADANIPORTS.BO
2011-02-03,137.0,138.89999389648438,136.0,138.35000610351562,132.4254913330078,67266,ADANIPORTS.BO
2011-02-04,139.64999389648438,139.9499969482422,134.0500030517578,134.89999389648438,129.1232147216797,95125,ADANIPORTS.BO
2011-02-07,136.0,136.8000030517578,134.0,134.39999389648438,128.64459228515625,97627,ADANIPORTS.BO
2011-02-08,136.0,137.60000610351562,130.75,131.64999389648438,126.01239013671875,137661,ADANIPORTS.BO
2011-02-09,131.0500030517578,131.0500030517578,127.0,128.64999389648438,123.14085388183594,609751,ADANIPORTS.BO
2011-02-10,129.6999969482422,130.0,120.9000015258789,129.10000610351562,123.57157897949219,288625,ADANIPORTS.BO
2011-02-11,130.0,139.0,129.5,137.89999389648438,131.9947509765625,258446,ADANIPORTS.BO
2011-02-14,140.60000610351562,143.89999389648438,138.10000610351562,142.6999969482422,137.0862579345703,161876,ADANIPORTS.BO
2011-02-15,142.0,145.89999389648438,139.10000610351562,141.85000610351562,136.26966857910156,174622,ADANIPORTS.BO
2011-02-16,141.89999389648438,144.3000030517578,139.1999969482422,143.75,138.094970703125,170734,ADANIPORTS.BO
2011-02-17,143.0,148.39999389648438,142.5,147.5,141.69744873046875,260063,ADANIPORTS.BO
2011-02-18,150.0,150.89999389648438,143.10000610351562,144.25,138.5752716064453,168195,ADANIPORTS.BO
2011-02-21,146.1999969482422,146.1999969482422,139.60000610351562,143.5500030517578,137.90281677246094,71586,ADANIPORTS.BO
2011-02-22,142.0,143.0,139.5,140.35000610351562,134.82872009277344,66648,ADANIPORTS.BO
2011-02-23,143.89999389648438,146.5,138.5,144.0500030517578,138.38314819335938,144273,ADANIPORTS.BO
2011-02-24,143.8000030517578,148.0,140.5,145.5500030517578,139.82412719726562,273171,ADANIPORTS.BO
2011-02-25,146.0,149.1999969482422,143.75,147.8000030517578,141.9856414794922,136582,ADANIPORTS.BO
2011-02-28,148.5,150.0,135.6999969482422,138.39999389648438,132.9553985595703,424990,ADANIPORTS.BO
2011-03-01,139.10000610351562,140.0,134.0,139.0,133.5318145751953,508075,ADANIPORTS.BO
2011-03-03,137.8000030517578,138.6999969482422,135.39999389648438,136.0500030517578,130.69786071777344,169443,ADANIPORTS.BO
2011-03-04,137.5,138.0,132.39999389648438,133.10000610351562,127.86389923095703,266229,ADANIPORTS.BO
2011-03-07,134.0,134.0,130.0,131.89999389648438,126.71109008789062,129812,ADANIPORTS.BO
2011-03-08,132.0,133.8000030517578,132.0,132.89999389648438,127.67178344726562,75705,ADANIPORTS.BO
2011-03-09,136.60000610351562,136.60000610351562,129.8000030517578,131.10000610351562,125.94258880615234,223144,ADANIPORTS.BO
2011-03-10,131.0,135.39999389648438,131.0,133.75,128.4883270263672,289748,ADANIPORTS.BO
2011-03-11,132.9499969482422,133.75,130.10000610351562,131.25,126.08668518066406,118540,ADANIPORTS.BO
2011-03-14,131.8000030517578,134.35000610351562,131.5,133.5500030517578,128.29620361328125,147254,ADANIPORTS.BO
2011-03-15,130.5,133.0,126.80000305175781,130.6999969482422,125.55831909179688,151289,ADANIPORTS.BO
2011-03-16,131.9499969482422,132.89999389648438,131.0,131.5500030517578,126.37487030029297,143354,ADANIPORTS.BO
2011-03-17,131.0,134.5,130.10000610351562,133.60000610351562,128.34426879882812,234521,ADANIPORTS.BO
2011-03-18,134.1999969482422,135.5,132.3000030517578,133.5,128.2481689453125,136778,ADANIPORTS.BO
2011-03-21,134.9499969482422,135.0,131.14999389648438,131.5500030517578,126.37487030029297,64160,ADANIPORTS.BO
2011-03-22,133.5,133.5,130.89999389648438,131.64999389648438,126.47095489501953,121365,ADANIPORTS.BO
2011-03-23,132.10000610351562,133.0500030517578,131.0500030517578,131.39999389648438,126.23077392578125,83624,ADANIPORTS.BO
2011-03-24,132.4499969482422,133.25,131.75,132.5,127.2874984741211,84785,ADANIPORTS.BO
2011-03-25,133.89999389648438,138.0,133.10000610351562,137.60000610351562,132.1868896484375,267396,ADANIPORTS.BO
2011-03-28,138.0,139.4499969482422,136.1999969482422,137.5500030517578,132.13885498046875,98801,ADANIPORTS.BO
2011-03-29,137.5500030517578,139.89999389648438,135.5,136.35000610351562,130.98606872558594,184092,ADANIPORTS.BO
2011-03-30,137.0,137.8000030517578,135.39999389648438,136.5,131.13014221191406,128118,ADANIPORTS.BO
2011-03-31,136.0,137.39999389648438,134.4499969482422,136.4499969482422,131.0821075439453,108039,ADANIPORTS.BO
2011-04-01,136.89999389648438,141.8000030517578,136.89999389648438,140.75,135.21295166015625,386849,ADANIPORTS.BO
2011-04-04,141.5,148.6999969482422,141.5,147.8000030517578,141.9856414794922,623877,ADANIPORTS.BO
2011-04-05,148.0,157.64999389648438,148.0,156.5,150.34339904785156,518204,ADANIPORTS.BO
2011-04-06,157.0,158.0,152.1999969482422,153.64999389648438,147.60545349121094,204626,ADANIPORTS.BO
2011-04-07,153.14999389648438,157.0,153.14999389648438,156.0500030517578,149.9110565185547,316458,ADANIPORTS.BO
2011-04-08,155.5,157.0,152.5,154.39999389648438,148.32595825195312,111865,ADANIPORTS.BO
2011-04-11,154.0,155.5,145.85000610351562,146.35000610351562,140.5926513671875,173876,ADANIPORTS.BO
2011-04-13,145.0,148.0,144.1999969482422,147.60000610351562,141.79347229003906,102448,ADANIPORTS.BO
2011-04-15,148.1999969482422,148.39999389648438,144.5500030517578,146.0500030517578,140.304443359375,84878,ADANIPORTS.BO
2011-04-18,145.10000610351562,153.25,145.10000610351562,150.0,144.09909057617188,574606,ADANIPORTS.BO
2011-04-19,150.0,151.0,145.5,146.9499969482422,141.1690673828125,194086,ADANIPORTS.BO
2011-04-20,148.64999389648438,149.1999969482422,146.3000030517578,147.85000610351562,142.03367614746094,88064,ADANIPORTS.BO
2011-04-21,149.25,149.25,146.64999389648438,147.0500030517578,141.26513671875,81610,ADANIPORTS.BO
2011-04-25,145.5,147.60000610351562,145.0,146.6999969482422,140.9289093017578,68882,ADANIPORTS.BO
2011-04-26,147.1999969482422,147.4499969482422,143.3000030517578,145.1999969482422,139.48788452148438,77327,ADANIPORTS.BO
2011-04-27,145.0,147.0,141.25,142.39999389648438,136.79806518554688,1650523,ADANIPORTS.BO
2011-04-28,144.89999389648438,146.3000030517578,142.5,144.9499969482422,139.2477264404297,126705,ADANIPORTS.BO
2011-04-29,145.0,146.0,141.25,144.35000610351562,138.6713409423828,98065,ADANIPORTS.BO
2011-05-02,144.35000610351562,145.3000030517578,141.0500030517578,143.8000030517578,138.1429901123047,53276,ADANIPORTS.BO
2011-05-03,143.0,148.60000610351562,137.89999389648438,138.75,133.29164123535156,555067,ADANIPORTS.BO
2011-05-04,138.89999389648438,140.14999389648438,132.25,132.8000030517578,127.57572174072266,321068,ADANIPORTS.BO
2011-05-05,133.0,134.39999389648438,127.75,128.89999389648438,124.2032470703125,340524,ADANIPORTS.BO
2011-05-06,130.0,133.3000030517578,125.25,132.0,127.19029998779297,464346,ADANIPORTS.BO
2011-05-09,133.25,134.6999969482422,129.39999389648438,130.5,125.74494934082031,602888,ADANIPORTS.BO
2011-05-10,131.5,135.9499969482422,130.9499969482422,135.4499969482422,130.51458740234375,491947,ADANIPORTS.BO
2011-05-11,135.89999389648438,136.39999389648438,133.1999969482422,134.4499969482422,129.551025390625,157705,ADANIPORTS.BO
2011-05-12,134.0,135.4499969482422,132.10000610351562,133.10000610351562,128.25018310546875,144013,ADANIPORTS.BO
2011-05-13,134.75,138.8000030517578,133.75,137.75,132.73077392578125,196958,ADANIPORTS.BO
2011-05-16,138.5,139.6999969482422,135.5,138.5,133.45346069335938,125991,ADANIPORTS.BO
2011-05-17,139.1999969482422,155.89999389648438,139.0,144.0500030517578,138.8012237548828,839261,ADANIPORTS.BO
2011-05-18,146.0,149.0,142.25,148.1999969482422,142.79998779296875,681589,ADANIPORTS.BO
2011-05-19,149.8000030517578,149.89999389648438,143.60000610351562,144.14999389648438,138.89756774902344,195729,ADANIPORTS.BO
2011-05-20,145.0,149.0500030517578,144.5,147.5500030517578,142.1737060546875,208190,ADANIPORTS.BO
2011-05-23,145.0,151.0,145.0,149.8000030517578,144.34170532226562,328202,ADANIPORTS.BO
2011-05-24,150.10000610351562,153.14999389648438,149.25,151.1999969482422,145.69068908691406,450779,ADANIPORTS.BO
2011-05-25,151.0,154.8000030517578,151.0,153.8000030517578,148.19593811035156,371986,ADANIPORTS.BO
2011-05-26,154.5500030517578,156.6999969482422,150.35000610351562,151.8000030517578,146.26882934570312,313020,ADANIPORTS.BO
2011-05-27,153.5,153.5,147.0,152.3000030517578,146.75059509277344,241402,ADANIPORTS.BO
2011-05-30,152.5,158.6999969482422,151.0500030517578,155.35000610351562,149.6894989013672,420933,ADANIPORTS.BO
2011-05-31,156.14999389648438,163.60000610351562,155.89999389648438,160.85000610351562,154.9890899658203,1109570,ADANIPORTS.BO
2011-06-01,161.14999389648438,165.3000030517578,161.0,163.89999389648438,157.92794799804688,458308,ADANIPORTS.BO
2011-06-02,162.5,165.1999969482422,160.14999389648438,161.39999389648438,155.51901245117188,349527,ADANIPORTS.BO
2011-06-03,162.5,162.89999389648438,159.25,160.9499969482422,155.08541870117188,146041,ADANIPORTS.BO
2011-06-06,161.0,161.64999389648438,159.25,159.85000610351562,154.0255126953125,67551,ADANIPORTS.BO
2011-06-07,160.0,162.85000610351562,156.64999389648438,157.4499969482422,151.7129669189453,196272,ADANIPORTS.BO
2011-06-08,157.5,158.60000610351562,153.25,154.85000610351562,149.2077178955078,115290,ADANIPORTS.BO
2011-06-09,155.0500030517578,157.39999389648438,153.5500030517578,154.85000610351562,149.2077178955078,108482,ADANIPORTS.BO
2011-06-10,153.5,155.64999389648438,150.8000030517578,151.89999389648438,146.36517333984375,103526,ADANIPORTS.BO
2011-06-13,152.35000610351562,155.5500030517578,150.0,154.6999969482422,149.06317138671875,136843,ADANIPORTS.BO
2011-06-14,160.8000030517578,160.8000030517578,154.4499969482422,156.5,150.79759216308594,129294,ADANIPORTS.BO
2011-06-15,157.10000610351562,158.64999389648438,153.10000610351562,154.10000610351562,148.4850311279297,132581,ADANIPORTS.BO
2011-06-16,153.0,154.0,150.5,151.5,145.97975158691406,109410,ADANIPORTS.BO
2011-06-17,152.0,152.60000610351562,147.5,148.0,142.6072998046875,205721,ADANIPORTS.BO
2011-06-20,151.10000610351562,152.0,142.0,146.85000610351562,141.4991912841797,234265,ADANIPORTS.BO
2011-06-21,148.10000610351562,149.39999389648438,144.1999969482422,148.1999969482422,142.79998779296875,214771,ADANIPORTS.BO
2011-06-22,148.1999969482422,150.0,146.39999389648438,147.89999389648438,142.5109405517578,104884,ADANIPORTS.BO
2011-06-23,147.89999389648438,151.1999969482422,144.10000610351562,149.9499969482422,144.48623657226562,108174,ADANIPORTS.BO
2011-06-24,150.39999389648438,155.64999389648438,150.39999389648438,153.9499969482422,148.34048461914062,135824,ADANIPORTS.BO
2011-06-27,153.6999969482422,157.89999389648438,153.6999969482422,156.0,150.31581115722656,140765,ADANIPORTS.BO
2011-06-28,156.89999389648438,158.8000030517578,156.5500030517578,157.0,151.27938842773438,113122,ADANIPORTS.BO
2011-06-29,158.10000610351562,158.6999969482422,156.14999389648438,156.8000030517578,151.0866241455078,119936,ADANIPORTS.BO
